source_file,question_id,inputs_duration_sum_sec,question_time_span_sec,choices_time_span_median_sec,effective_duration_sec,duration_source
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_111,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_112,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_113,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_114,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_115,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_116,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_117,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_118,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_119,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_120,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_121,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_122,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_123,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_124,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_125,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_126,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_127,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_128,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_129,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_130,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_131,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_132,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_133,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_134,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_135,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_136,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_137,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_138,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_139,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_140,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_141,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_142,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_143,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_144,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_145,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_146,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_147,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_148,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_149,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_150,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_151,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_152,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_153,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_154,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_155,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_156,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_157,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_158,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_159,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_160,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_161,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_162,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_163,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_164,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_165,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_166,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_167,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_168,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_169,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_170,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_171,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_172,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_173,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_174,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_175,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_176,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_177,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_178,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_179,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_180,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_181,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_182,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_183,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_184,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_185,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_186,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_187,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_188,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_189,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_190,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_191,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_192,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_193,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_194,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_195,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_196,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_197,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_198,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_199,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_200,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_201,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_202,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_203,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_204,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_205,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_206,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_207,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_208,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_209,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_210,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_211,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_212,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_213,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_214,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_215,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_216,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_217,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_218,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_219,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_220,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_221,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_222,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_223,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_224,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_225,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_226,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_227,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_228,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_229,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_230,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_231,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_232,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_233,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_234,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_235,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_236,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_237,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_238,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_239,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_240,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_241,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_242,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_243,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_244,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_245,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_246,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_247,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_248,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_249,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_250,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_251,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_252,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_253,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_254,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_255,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_256,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_257,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_258,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_259,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_260,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_261,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_262,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_263,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_264,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_265,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_266,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_267,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_268,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_269,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_270,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_271,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_272,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_273,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_274,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_275,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_276,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_277,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_278,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_279,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_280,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_281,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_282,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_283,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_284,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_285,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_286,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_287,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_288,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_289,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_290,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_291,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_292,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_293,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_294,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_295,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_296,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_297,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_298,,,,,none
3d_perception_fixture_interaction_counting.json,3d_perception_fixture_interaction_counting_299,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_0,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_1,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_2,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_3,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_4,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_5,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_6,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_7,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_8,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_9,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_10,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_11,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_12,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_13,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_14,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_15,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_16,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_17,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_18,,,,,none
3d_perception_fixture_location.json,3d_perception_fixture_location_19,,,,,none
